,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Brand
5319,Hyundai Verna Xi (Petrol),Kochi,11,137148,Petrol,Manual,Second,13.9,1599,103.2,5.0,1.85,Hyundai
5320,Ford Figo Petrol ZXI,Kolkata,10,114703,Petrol,Manual,First,15.6,1196,70.0,5.0,1.8,Ford
5321,Honda Amaze S i-Dtech,Kochi,6,97439,Diesel,Manual,First,25.8,1498,98.6,5.0,4.41,Honda
5322,Maruti Wagon R LX BSII,Chennai,14,40000,Petrol,Manual,First,18.9,998,67.1,5.0,2.0,Maruti
5323,Mercedes-Benz E-Class Facelift,Bangalore,6,28000,Diesel,Automatic,First,13.0,2987,258.0,5.0,31.75,Mercedes
5324,Audi A6 2011-2015 35 TDI Technology,Bangalore,5,37500,Diesel,Automatic,First,17.68,1968,174.33,5.0,32.0,Audi
5325,Mercedes-Benz S Class 2005 2013 S 350 CDI,Hyderabad,10,37000,Diesel,Automatic,First,13.5,2987,282.0,5.0,21.0,Mercedes
5326,Maruti Swift Dzire LDi,Ahmedabad,10,83000,Diesel,Manual,First,19.3,1248,73.9,5.0,2.75,Maruti
5327,Toyota Corolla H2,Coimbatore,15,79012,Petrol,Manual,First,13.4,1794,125.0,5.0,2.64,Toyota
5328,Mahindra Scorpio S10 7 Seater,Kochi,2,27395,Diesel,Manual,First,15.4,2179,120.0,7.0,14.19,Mahindra
5329,Maruti Wagon R VXI,Jaipur,3,35362,Petrol,Manual,First,22.5,998,67.04,5.0,3.85,Maruti
5330,Toyota Fortuner 4x2 Manual,Delhi,6,117000,Diesel,Manual,First,13.0,2982,168.5,7.0,15.5,Toyota
5331,Maruti Zen Estilo 1.1 LX BSIII,Mumbai,10,23000,Petrol,Manual,First,18.2,1061,64.0,5.0,1.9,Maruti
5332,Tata Nano CX,Kochi,6,59508,Petrol,Manual,First,25.4,624,37.48,4.0,1.26,Tata
5333,Hyundai i20 Magna,Chennai,11,69000,Petrol,Manual,Second,18.5,1197,80.0,5.0,2.4,Hyundai
5334,BMW 3 Series 320d,Bangalore,10,58000,Diesel,Automatic,First,22.69,1995,190.0,5.0,11.5,BMW
5335,Mahindra XUV500 W6 2WD,Jaipur,6,88511,Diesel,Manual,First,16.0,2179,140.0,7.0,8.25,Mahindra
5336,Volkswagen Vento IPL II Petrol Trendline,Pune,9,66000,Petrol,Manual,First,15.8,1598,105.0,5.0,2.75,Volkswagen
5337,Skoda Fabia 1.2 MPI Classic,Delhi,11,65000,Petrol,Manual,Second,17.5,1198,70.0,5.0,1.4,Skoda
5338,Tata Nano Twist XT,Coimbatore,5,30676,Petrol,Manual,First,25.4,624,37.5,4.0,2.9,Tata
5339,Ford Figo Diesel EXI,Chennai,9,76000,Diesel,Manual,First,20.0,1399,68.0,5.0,2.4,Ford
5340,Volkswagen Vento IPL II Petrol Highline AT,Pune,7,23627,Petrol,Automatic,First,14.8,1598,105.0,5.0,4.75,Volkswagen
5341,Land Rover Range Rover HSE Dynamic,Kochi,2,52827,Diesel,Automatic,First,12.7,2179,187.7,5.0,44.76,Land
5342,Honda City i DTEC SV,Kochi,5,64465,Diesel,Manual,First,26.0,1498,98.6,5.0,6.22,Honda
5343,Renault KWID Climber 1.0 AMT,Chennai,2,14000,Petrol,Automatic,First,22.5,999,67.0,5.0,4.5,Renault
5344,Hyundai Grand i10 Asta Option,Mumbai,5,26000,Petrol,Manual,First,18.9,1197,82.0,5.0,4.25,Hyundai
5345,Chevrolet Cruze LTZ AT,Hyderabad,9,78203,Diesel,Automatic,First,18.1,1991,147.9,4.0,5.5,Chevrolet
5346,Hyundai i20 1.4 Asta,Mumbai,3,27000,Diesel,Manual,First,22.54,1396,88.73,5.0,6.95,Hyundai
5347,Maruti Alto K10 VXI AGS,Coimbatore,2,31919,Petrol,Automatic,First,24.07,998,67.1,5.0,4.56,Maruti
5348,Hyundai Creta 1.6 SX Option Diesel,Coimbatore,4,47392,Diesel,Manual,First,20.5,1582,126.2,5.0,13.82,Hyundai
5349,Honda Amaze VX i-Vtech,Mumbai,4,17362,Petrol,Manual,First,18.0,1198,86.7,5.0,5.65,Honda
5350,Hyundai i20 Active 1.4 SX Dual Tone,Kochi,4,49716,Diesel,Manual,First,21.19,1396,88.73,5.0,6.2,Hyundai
5351,Maruti Celerio VXI,Delhi,6,48000,Petrol,Manual,First,23.1,998,67.04,5.0,3.25,Maruti
5352,Audi A4 2.0 TDI,Kolkata,11,46000,Diesel,Automatic,First,16.55,1968,147.51,5.0,8.5,Audi
5353,Hyundai Verna 1.4 CRDi,Bangalore,4,79000,Diesel,Manual,First,24.8,1396,88.7,5.0,7.25,Hyundai
5354,Renault Fluence Diesel E4,Pune,7,57000,Diesel,Manual,First,21.8,1461,78.0,5.0,4.61,Renault
5355,Volkswagen Polo 1.2 MPI Highline,Delhi,4,29754,Petrol,Manual,First,16.2,1199,74.0,5.0,5.3,Volkswagen
5356,Tata Indigo LX,Ahmedabad,8,50123,Diesel,Manual,First,17.0,1405,70.0,5.0,1.9,Tata
5357,Hyundai i10 Sportz,Kochi,8,57184,Petrol,Manual,First,20.36,1197,78.9,5.0,3.09,Hyundai
5358,BMW 7 Series 730Ld Sedan,Mumbai,13,75000,Diesel,Automatic,Second,16.46,2993,258.0,5.0,9.5,BMW
5359,Hyundai Creta 1.6 CRDi AT SX Plus,Mumbai,5,26000,Diesel,Automatic,First,17.01,1582,126.2,5.0,12.65,Hyundai
5360,Hyundai Grand i10 Magna,Delhi,4,22129,Petrol,Manual,First,18.9,1197,82.0,5.0,4.25,Hyundai
5361,Maruti Ritz VDi,Hyderabad,9,127887,Diesel,Manual,First,21.1,1248,73.9,5.0,2.95,Maruti
5362,Mahindra Scorpio 2.6 SLX CRDe,Hyderabad,14,92000,Diesel,Manual,First,10.5,2179,120.0,8.0,3.45,Mahindra
5363,Hyundai i10 Era,Hyderabad,9,60634,Petrol,Manual,First,19.81,1086,68.05,5.0,3.3,Hyundai
5364,Tata Safari Storme 2012-2015 VX,Hyderabad,6,90000,Diesel,Manual,First,14.0,2179,138.1,7.0,8.0,Tata
5365,Honda Civic 2006-2010 1.8 V MT,Kolkata,11,59000,Petrol,Manual,First,13.5,1799,130.0,5.0,2.71,Honda
5366,Maruti Zen Estilo LXI BSIII,Hyderabad,8,59293,Petrol,Manual,First,18.2,998,67.1,5.0,2.7,Maruti
5367,Maruti Swift Dzire VDI,Mumbai,8,80753,Diesel,Manual,Second,23.4,1248,74.0,5.0,4.5,Maruti
5368,Toyota Fortuner 4x2 Manual,Delhi,5,40000,Diesel,Manual,Second,13.0,2982,168.5,7.0,18.75,Toyota
5369,Maruti Swift VDI,Pune,6,103000,Diesel,Manual,Second,28.4,1248,74.0,5.0,5.25,Maruti
5370,Maruti Wagon R Duo LX BSIII,Hyderabad,8,72389,LPG,Manual,First,26.2,998,58.2,5.0,3.2,Maruti
5371,Maruti Dzire LDI,Pune,3,48000,Diesel,Manual,First,28.4,1248,73.75,5.0,6.0,Maruti
5372,Hyundai Grand i10 Asta,Kolkata,6,41000,Petrol,Manual,First,18.9,1197,82.0,5.0,3.14,Hyundai
5373,Renault KWID RXL,Jaipur,4,26000,Petrol,Manual,First,25.17,799,53.3,5.0,2.55,Renault
5374,Tata Indigo CS eGLX BS IV,Jaipur,8,30000,Petrol,Manual,Second,15.64,1193,64.08,5.0,2.3,Tata
5375,Ford Figo Diesel Titanium,Hyderabad,6,74624,Diesel,Manual,First,20.0,1399,68.05,5.0,5.65,Ford
5376,Porsche Cayenne 2009-2014 Diesel,Kochi,5,47877,Diesel,Automatic,First,15.15,2967,240.0,5.0,48.22,Porsche
5377,Maruti Alto K10 VXI,Jaipur,4,35000,Petrol,Manual,First,24.07,998,67.1,5.0,3.0,Maruti
5378,Volkswagen Vento 1.5 TDI Highline,Ahmedabad,5,52123,Diesel,Manual,First,20.34,1498,103.2,5.0,7.5,Volkswagen
5379,Mahindra Scorpio 2.6 SLX CRDe,Bangalore,15,90000,Diesel,Manual,First,10.5,2179,120.0,8.0,2.6,Mahindra
5380,BMW X3 xDrive 20d Luxury Line,Mumbai,2,1400,Diesel,Automatic,First,18.56,1995,190.0,5.0,61.25,BMW
5381,Honda City 1.5 V MT,Chennai,11,122000,Petrol,Manual,Second,17.0,1497,118.0,5.0,3.5,Honda
5382,Mini Cooper 3 DOOR S,Kochi,4,21110,Petrol,Automatic,First,17.44,1998,189.08,4.0,28.95,Mini
5383,Mitsubishi Pajero Sport 4X4 AT,Pune,5,78000,Diesel,Automatic,First,13.5,2477,175.56,6.0,15.0,Mitsubishi
5384,Maruti Swift Dzire VDi,Jaipur,8,72000,Diesel,Manual,First,19.3,1248,73.9,5.0,4.25,Maruti
5385,Bentley Continental Flying Spur,Hyderabad,14,48000,Petrol,Automatic,First,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0        26.6
1       19.67
2        18.2
3       20.77
4        15.2
        ...  
5867     28.4
5868     24.4
5869     14.0
5870     18.9
5871    25.44
Name: Mileage, Length: 5872, dtype: object>",5998,552.0,4.0,59.0,Bentley
5386,Maruti Ertiga VDI,Pune,7,43486,Diesel,Manual,First,20.77,1248,88.76,7.0,6.6,Maruti
5387,Toyota Innova 2.5 G4 Diesel 7-seater,Hyderabad,13,199000,Diesel,Manual,Second,12.8,2494,102.0,7.0,5.2,Toyota
5388,Mercedes-Benz New C-Class C 200 Kompressor Elegance MT,Chennai,10,34000,Petrol,Manual,First,11.7,1796,178.0,5.0,10.0,Mercedes
5389,Mercedes-Benz New C-Class C 220 CDI BE Avantgare,Bangalore,4,37944,Diesel,Automatic,First,14.84,2143,167.62,5.0,35.0,Mercedes
5390,Ford Ecosport 1.5 DV5 MT Titanium Optional,Mumbai,3,30000,Diesel,Manual,First,22.7,1498,89.84,5.0,8.75,Ford
5391,Toyota Etios Liva 1.2 G,Coimbatore,5,64005,Petrol,Manual,First,17.71,1197,78.9,5.0,4.57,Toyota
5392,Hyundai i10 Magna 1.2,Delhi,8,62000,Petrol,Manual,First,20.36,1197,78.9,5.0,2.5,Hyundai
5393,Land Rover Freelander 2 SE,Kochi,6,59885,Diesel,Automatic,First,12.39,2179,147.51,5.0,20.11,Land
5394,Toyota Innova 2.5 V Diesel 8-seater,Hyderabad,9,144471,Diesel,Manual,First,12.8,2494,102.0,8.0,7.8,Toyota
5395,Hyundai i20 1.2 Magna,Coimbatore,9,63991,Petrol,Manual,First,18.5,1197,80.0,5.0,3.61,Hyundai
5396,Nissan Micra XV CVT,Mumbai,5,34895,Petrol,Automatic,First,19.15,1198,75.94,5.0,4.6,Nissan
5397,BMW X6 xDrive 40d M Sport,Ahmedabad,5,97003,Diesel,Automatic,First,15.87,2993,308.43,5.0,85.0,BMW
5398,Honda City 1.5 V AT,Kolkata,5,45000,Petrol,Automatic,First,16.8,1497,118.0,5.0,5.25,Honda
5399,Honda Amaze E i-Dtech,Delhi,7,45000,Diesel,Manual,Second,25.8,1498,98.6,5.0,3.3,Honda
5400,Toyota Fortuner 3.0 Diesel,Bangalore,7,100000,Diesel,Manual,Second,11.5,2982,171.0,7.0,17.75,Toyota
5401,Land Rover Discovery Sport SD4 HSE Luxury,Delhi,4,70000,Diesel,Automatic,First,12.97,2179,187.7,5.0,35.0,Land
5402,Hyundai Creta 1.6 CRDi SX,Coimbatore,4,37023,Diesel,Manual,First,19.67,1582,126.2,5.0,13.39,Hyundai
5403,Chevrolet Beat Diesel LT,Chennai,8,81000,Diesel,Manual,First,25.44,936,56.3,5.0,2.5,Chevrolet
5404,Toyota Innova Crysta 2.8 GX AT,Kochi,3,20789,Diesel,Automatic,First,11.36,2755,171.5,7.0,18.36,Toyota
5405,Maruti Swift Dzire VDI,Jaipur,5,68310,Diesel,Manual,First,23.4,1248,74.0,5.0,5.95,Maruti
5406,Hyundai Creta 1.6 CRDi SX Option,Mumbai,5,47250,Diesel,Manual,Second,19.67,1582,126.2,5.0,11.0,Hyundai
5407,Land Rover Range Rover Sport SE,Delhi,6,47000,Diesel,Automatic,Second,12.65,2993,255.0,5.0,64.75,Land
5408,Honda Amaze VX i-DTEC,Hyderabad,3,128000,Diesel,Manual,First,25.8,1498,98.6,5.0,6.3,Honda
5409,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Kochi,3,17702,Petrol,Manual,First,15.29,1591,121.3,5.0,11.94,Hyundai
5410,Volkswagen Vento Sport 1.2 TSI AT,Mumbai,6,34987,Petrol,Automatic,First,18.19,1197,103.5,5.0,5.95,Volkswagen
5411,Honda City i DTec VX,Ahmedabad,3,37000,Diesel,Manual,First,26.0,1498,98.6,5.0,11.0,Honda
5412,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Coimbatore,3,38271,Petrol,Manual,First,15.29,1591,121.3,5.0,12.53,Hyundai
5413,Ford Figo Diesel Titanium,Bangalore,8,32510,Diesel,Manual,Second,20.0,1399,68.0,5.0,3.75,Ford
5414,BMW 5 Series 2013-2017 530d M Sport,Pune,6,88000,Diesel,Automatic,First,14.69,2993,258.0,5.0,27.0,BMW
5415,Mitsubishi Pajero 2.8 SFX 7Str,Pune,8,116000,Diesel,Manual,First,10.5,2835,107.2,6.0,9.95,Mitsubishi
5416,Renault Duster 85PS Diesel RxL Option,Jaipur,7,156000,Diesel,Manual,First,19.87,1461,83.8,5.0,4.2,Renault
5417,Maruti Ritz VXI,Delhi,10,75319,Petrol,Manual,Second,21.1,1197,85.8,5.0,2.0,Maruti
5418,Hyundai Grand i10 Sportz,Kolkata,7,28000,Petrol,Manual,First,18.9,1197,82.0,5.0,3.25,Hyundai
5419,Mercedes-Benz GLA Class 200 CDI SPORT,Bangalore,3,16500,Diesel,Automatic,First,17.9,2143,136.0,5.0,34.0,Mercedes
5420,BMW 5 Series 520d Luxury Line,Coimbatore,4,75637,Diesel,Automatic,First,22.48,1995,190.0,5.0,30.37,BMW
5421,Hyundai Creta 1.6 SX Plus Petrol Automatic,Kochi,2,32854,Petrol,Automatic,First,13.0,1591,121.3,5.0,12.6,Hyundai
5422,Renault KWID RXT Optional,Kochi,1,6568,Petrol,Manual,First,25.17,799,53.3,5.0,5.09,Renault
5423,Audi A4 3.0 TDI Quattro,Bangalore,6,30000,Diesel,Automatic,First,14.94,2967,241.4,5.0,24.5,Audi
5424,Maruti Ciaz VDI SHVS,Kochi,2,17804,Diesel,Manual,Second,28.09,1248,88.5,5.0,7.97,Maruti
5425,Honda Jazz S,Delhi,9,69768,Petrol,Manual,First,16.0,1198,90.0,5.0,2.9,Honda
5426,BMW 3 Series 320d Luxury Line,Kochi,4,62404,Diesel,Automatic,First,22.69,1995,190.0,5.0,21.33,BMW
5427,Hyundai Verna SX CRDi AT,Bangalore,8,97000,Diesel,Automatic,Second,19.08,1582,126.32,5.0,6.5,Hyundai
5428,Hyundai Creta 1.4 CRDi S Plus,Coimbatore,4,55687,Diesel,Manual,First,21.38,1396,88.7,5.0,12.15,Hyundai
5429,Volkswagen Vento 2013-2015 1.6 Comfortline,Kolkata,6,17000,Petrol,Manual,First,15.04,1598,103.2,5.0,4.25,Volkswagen
5430,BMW 3 Series Luxury Line,Coimbatore,3,34232,Diesel,Automatic,First,21.76,1995,190.0,5.0,35.84,BMW
5431,Honda CR-V Petrol 2WD,Chennai,16,135000,Petrol,Automatic,Third,14.4,1997,152.0,5.0,3.0,Honda
5432,Renault Duster 110PS Diesel RxZ AWD,Chennai,8,80000,Diesel,Manual,First,19.72,1461,108.45,5.0,6.75,Renault
5433,Hyundai i20 Asta 1.2,Bangalore,6,31045,Petrol,Manual,Second,18.6,1197,81.83,5.0,5.65,Hyundai
5434,Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Pune,7,58000,Diesel,Automatic,Second,16.96,1968,138.03,5.0,7.5,Volkswagen
5435,Hyundai Creta 1.6 SX Plus Diesel,Kochi,2,35480,Diesel,Manual,First,19.67,1582,126.2,5.0,13.34,Hyundai
5436,Maruti Ciaz VDI SHVS,Hyderabad,4,62287,Diesel,Manual,First,28.09,1248,88.5,5.0,7.9,Maruti
5437,Hyundai i20 Asta 1.4 CRDi,Coimbatore,5,46162,Diesel,Manual,First,22.54,1396,88.73,5.0,6.98,Hyundai
5438,Hyundai Verna 1.6 SX VTVT,Mumbai,6,9200,Petrol,Manual,First,17.01,1591,121.3,5.0,5.75,Hyundai
5439,Volkswagen Polo Diesel Trendline 1.2L,Kolkata,8,55339,Diesel,Manual,First,22.07,1199,73.9,5.0,2.65,Volkswagen
5440,Volkswagen Polo Diesel Trendline 1.2L,Kolkata,9,55476,Diesel,Manual,First,22.07,1199,73.9,5.0,2.49,Volkswagen
5441,Maruti SX4 Vxi BSIII,Pune,13,68553,Petrol,Manual,Second,15.0,1586,104.68,5.0,1.5,Maruti
5442,Honda Mobilio RS Option i DTEC,Kochi,4,67376,Diesel,Manual,First,24.5,1498,98.6,7.0,6.5,Honda
5443,Renault Duster 110PS Diesel RxZ Plus,Hyderabad,7,42000,Diesel,Manual,First,19.64,1461,108.45,5.0,8.0,Renault
5444,Toyota Fortuner 2.8 2WD AT,Coimbatore,1,28069,Diesel,Automatic,First,12.9,2755,174.5,7.0,30.85,Toyota
5445,Volvo XC60 D4 SUMMUM,Kochi,6,93144,Diesel,Automatic,First,14.7,1984,181.0,5.0,17.15,Volvo
5446,Maruti Celerio VXI AT,Hyderabad,6,24300,Petrol,Automatic,First,23.1,998,67.04,5.0,4.55,Maruti
5447,Maruti Ciaz ZDi Plus,Hyderabad,5,47883,Diesel,Manual,Second,26.21,1248,88.5,5.0,7.4,Maruti
5448,Audi Q5 2008-2012 2.0 TDI,Kochi,7,12467,Diesel,Automatic,First,12.8,1968,167.6,5.0,25.64,Audi
5449,BMW X1 sDrive 20d Sportline,Kolkata,7,56683,Diesel,Automatic,Second,17.05,1995,184.0,5.0,13.5,BMW
5450,Ford Figo Petrol ZXI,Bangalore,7,38000,Petrol,Manual,First,15.6,1196,70.0,5.0,3.55,Ford
5451,Hyundai Elantra CRDi SX,Ahmedabad,2,35000,Diesel,Manual,First,22.7,1582,126.2,5.0,15.0,Hyundai
5452,Hyundai Verna 1.6 i ABS,Pune,13,80000,Petrol,Manual,Second,13.9,1599,103.2,5.0,1.95,Hyundai
5453,Honda Civic 2006-2010 1.8 S MT,Pune,14,125000,Petrol,Manual,Second,13.5,1799,130.0,5.0,2.3,Honda
5454,Toyota Fortuner 4x4 MT,Chennai,7,123000,Diesel,Manual,Second,12.55,2982,168.5,7.0,15.0,Toyota
5455,Hyundai i10 Sportz,Chennai,8,70000,Petrol,Manual,First,20.36,1197,78.9,5.0,3.15,Hyundai
5456,Nissan Sunny 2011-2014 Diesel XL,Hyderabad,8,87982,Diesel,Manual,First,21.64,1461,84.8,5.0,5.0,Nissan
5457,BMW 5 Series 2013-2017 520d Luxury Line,Jaipur,7,40714,Diesel,Automatic,Second,18.12,1995,190.0,5.0,24.75,BMW
5458,Chevrolet Optra Magnum 2.0 LT,Pune,12,83000,Diesel,Manual,Second,16.52,1991,123.7,5.0,2.6,Chevrolet
5459,Hyundai i10 Asta,Ahmedabad,9,86000,Petrol,Manual,First,20.36,1197,78.9,5.0,3.75,Hyundai
5460,Skoda Laura Ambiente,Ahmedabad,11,60002,Diesel,Manual,Second,17.5,1896,106.0,5.0,4.85,Skoda
5461,Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,Jaipur,7,60000,Diesel,Automatic,First,10.0,2148,170.0,5.0,27.0,Mercedes
5462,Honda Amaze SX i-DTEC,Kolkata,6,84677,Diesel,Manual,First,25.8,1498,98.6,5.0,3.0,Honda
5463,BMW X1 xDrive 20d xLine,Delhi,3,23000,Diesel,Automatic,First,20.68,1995,190.0,5.0,28.75,BMW
5464,Toyota Innova 2.5 G (Diesel) 8 Seater,Hyderabad,4,81424,Diesel,Manual,First,12.99,2494,100.6,8.0,14.49,Toyota
5465,Porsche Panamera 2010 2013 Diesel,Delhi,7,36400,Diesel,Automatic,First,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0        26.6
1       19.67
2        18.2
3       20.77
4        15.2
        ...  
5867     28.4
5868     24.4
5869     14.0
5870     18.9
5871    25.44
Name: Mileage, Length: 5872, dtype: object>",4806,394.3,4.0,72.0,Porsche
5466,Nissan Sunny XV D,Chennai,8,70000,Diesel,Manual,Second,22.71,1461,84.8,5.0,4.0,Nissan
5467,Maruti Swift Dzire LDI,Delhi,5,40000,Diesel,Manual,Second,26.59,1248,74.0,5.0,4.5,Maruti
5468,Maruti Wagon R ZXI AMT 1.2,Mumbai,1,600,Petrol,Automatic,First,21.5,1197,81.8,5.0,6.25,Maruti
5469,Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Pune,5,65320,Diesel,Automatic,Second,16.96,1968,138.03,5.0,11.5,Volkswagen
5470,Honda Accord 2.4 Inspire M/T,Pune,11,79000,Petrol,Manual,Third,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0        26.6
1       19.67
2        18.2
3       20.77
4        15.2
        ...  
5867     28.4
5868     24.4
5869     14.0
5870     18.9
5871    25.44
Name: Mileage, Length: 5872, dtype: object>",2354,180.0,5.0,3.1,Honda
5471,Honda City i VTEC V,Mumbai,2,5000,Petrol,Manual,First,17.8,1497,117.3,5.0,10.11,Honda
5472,Hyundai Verna 1.6 SX VTVT,Coimbatore,1,6028,Petrol,Manual,First,17.01,1591,121.3,5.0,11.54,Hyundai
5473,Maruti Wagon R LX BSII,Delhi,14,86000,Petrol,Manual,Second,18.9,998,67.1,5.0,1.0,Maruti
5474,Maruti Swift Dzire Tour LDI,Kolkata,7,160000,Diesel,Manual,Second,23.4,1248,74.0,5.0,2.5,Maruti
5475,Audi Q5 2008-2012 2.0 TFSI Quattro,Kochi,9,59967,Petrol,Automatic,First,9.74,1984,208.0,5.0,18.0,Audi
5476,Toyota Etios Cross 1.4 GD,Coimbatore,2,43127,Diesel,Manual,First,23.59,1364,67.04,5.0,6.85,Toyota
5477,Hyundai i10 Era 1.1 iTech SE,Kochi,8,65727,Petrol,Manual,First,19.81,1086,68.05,5.0,2.97,Hyundai
5478,Hyundai Verna 1.6 VTVT,Pune,7,70000,Petrol,Manual,First,17.01,1591,121.3,5.0,4.75,Hyundai
5479,Volkswagen Polo 1.5 TDI Highline,Coimbatore,2,39861,Diesel,Manual,First,20.14,1498,88.8,5.0,7.38,Volkswagen
5480,BMW 5 Series 520d Sport Line,Delhi,3,16485,Diesel,Automatic,First,22.48,1995,187.74,5.0,42.75,BMW
5481,Hyundai i20 1.4 Asta Optional With Sunroof,Bangalore,10,77332,Diesel,Manual,Second,23.0,1396,90.0,5.0,3.65,Hyundai
5482,Hyundai Grand i10 Asta Option AT,Kochi,3,17489,Petrol,Automatic,First,18.9,1197,82.0,5.0,5.99,Hyundai
5483,Toyota Fortuner 4x2 4 Speed AT,Pune,8,125000,Diesel,Automatic,First,11.5,2982,169.0,7.0,13.5,Toyota
5484,Maruti Baleno Zeta Automatic,Chennai,4,35129,Petrol,Automatic,First,21.4,1197,83.1,5.0,7.0,Maruti
5485,Hyundai Creta 1.6 SX Plus Petrol Automatic,Hyderabad,4,22982,Petrol,Automatic,First,13.0,1591,121.3,5.0,10.95,Hyundai
5486,Hyundai i10 Sportz,Pune,7,54500,Petrol,Manual,Third,20.36,1197,78.9,5.0,2.95,Hyundai
5487,Tata Tigor XE Diesel,Ahmedabad,3,16235,Diesel,Manual,First,24.7,1047,69.0,5.0,5.5,Tata
5488,Skoda Superb Style 1.8 TSI AT,Kochi,3,73641,Petrol,Automatic,First,14.67,1798,177.46,5.0,17.08,Skoda
5489,Maruti Swift Dzire VDI,Hyderabad,5,59572,Diesel,Manual,First,26.59,1248,74.0,5.0,6.85,Maruti
5490,Honda CR-V 2.0 AT,Jaipur,6,112827,Petrol,Automatic,First,13.1,1997,141.1,5.0,10.5,Honda
5491,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Hyderabad,10,118000,Diesel,Manual,First,12.8,2494,102.0,8.0,8.75,Toyota
5492,Honda City 1.5 V MT,Kolkata,10,60000,Petrol,Manual,First,17.0,1497,118.0,5.0,2.7,Honda
5493,Hyundai Verna VTVT 1.6 AT SX Plus,Mumbai,8,75059,Petrol,Automatic,First,17.0,1591,121.3,5.0,4.25,Hyundai
5494,Toyota Etios 1.4 VXD,Pune,2,3000,Diesel,Manual,First,23.59,1364,67.04,5.0,7.9,Toyota
5495,Skoda Superb Elegance 1.8 TSI AT,Delhi,9,78000,Petrol,Automatic,Second,13.7,1798,157.75,5.0,4.5,Skoda
5496,Nissan Sunny 2011-2014 Diesel XV,Kolkata,8,47000,Diesel,Manual,First,21.64,1461,84.8,5.0,4.0,Nissan
5497,Honda City 1.5 V MT Exclusive,Delhi,8,42000,Petrol,Manual,First,17.0,1497,118.0,5.0,4.75,Honda
5498,Hyundai Elite i20 Diesel Asta Option,Kolkata,2,6820,Diesel,Manual,First,22.54,1396,88.76,5.0,7.65,Hyundai
5499,Chevrolet Optra 1.6 LT Royale,Kochi,7,55176,Petrol,Manual,Second,17.4,1599,104.0,5.0,3.47,Chevrolet
5500,Honda Amaze S i-Vtech,Kochi,4,39854,Petrol,Manual,First,18.0,1198,86.7,5.0,5.64,Honda
5501,Volkswagen Polo Petrol Comfortline 1.2L,Kolkata,7,24000,Petrol,Manual,First,16.47,1198,73.9,5.0,2.95,Volkswagen
5502,Maruti Swift VDI,Jaipur,4,55000,Diesel,Manual,First,22.9,1248,74.0,5.0,5.65,Maruti
5503,Ford Endeavour 3.0L 4X4 AT,Kochi,8,45840,Diesel,Automatic,First,11.4,2953,153.86,7.0,8.41,Ford
5504,Maruti Baleno LXI,Pune,14,155000,Petrol,Manual,Third,15.4,1590,94.0,5.0,0.85,Maruti
5505,Maruti Wagon R LX,Pune,17,125000,Petrol,Manual,Second,18.9,998,67.1,5.0,0.8,Maruti
5506,Volkswagen Polo 1.5 TDI Highline,Coimbatore,6,52951,Diesel,Manual,First,20.14,1498,88.0,5.0,5.65,Volkswagen
5507,Hyundai Verna 1.6 SX VTVT (O),Kolkata,7,49000,Petrol,Manual,First,17.1,1591,121.3,5.0,4.5,Hyundai
5508,Maruti Ciaz ZDi Plus SHVS,Ahmedabad,5,52000,Diesel,Manual,First,28.09,1248,88.5,5.0,6.9,Maruti
5509,Nissan Sunny 2011-2014 Diesel XL,Jaipur,7,120005,Diesel,Manual,First,21.64,1461,84.8,5.0,4.0,Nissan
5510,Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,Mumbai,5,33000,Petrol,Manual,First,15.0,1598,103.52,5.0,5.6,Skoda
5511,Maruti Eeco 7 Seater Standard,Delhi,4,126000,Petrol,Manual,First,15.1,1196,73.0,7.0,2.2,Maruti
5512,Skoda Rapid Ultima 1.6 MPI Ambition Plus,Bangalore,7,66700,Petrol,Manual,First,15.0,1598,103.5,5.0,4.0,Skoda
5513,Toyota Fortuner 4x4 MT,Jaipur,6,122000,Diesel,Manual,Second,12.55,2982,168.5,7.0,16.0,Toyota
5514,Hyundai Creta 1.6 CRDi SX,Mumbai,4,29000,Diesel,Manual,First,19.67,1582,126.2,5.0,12.6,Hyundai
5515,Hyundai i20 Magna Optional 1.2,Kochi,6,42315,Petrol,Manual,First,18.5,1197,82.9,5.0,4.79,Hyundai
5516,Maruti Wagon R LXI CNG,Mumbai,5,22001,CNG,Manual,First,26.6,998,58.16,5.0,3.65,Maruti
5517,Honda City i DTEC V,Kochi,4,84580,Diesel,Manual,First,26.0,1498,98.6,5.0,6.83,Honda
5518,Maruti 800 Std,Jaipur,18,75000,Petrol,Manual,First,16.1,796,37.0,4.0,0.51,Maruti
